Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole
20,No,Rarely,238,Farm Operations,7,3,Biotechnology,1,384,2,Male,76,2,2,Packaging Machine Operator,2,Single,41695,9975,3,No,12,2,3,0,8,3,1,3,2,4,14,0.8737258736294982,0.4
35,No,Non-Travel,568,Quality Control,27,4,Logistics,1,385,3,Female,66,2,3,Cheese Production Technician,4,Married,94893,8966,7,No,22,1,1,1,1,0,1,6,8,6,17,0.4235606282113603,0.5
58,No,Frequently,956,Logistics,1,4,Dairy Science,1,386,1,Male,93,4,4,Maintenance Engineer,1,Single,83123,11133,0,No,11,3,1,2,20,4,1,10,12,6,13,0.47391983041976,0.6
24,No,Non-Travel,350,Maintenance,27,4,Food Technology,1,387,3,Female,94,3,3,Dairy Lab Technician,4,Single,45176,8587,8,No,10,2,1,1,33,3,1,23,0,6,4,0.3075765767571863,0.55
41,Yes,Rarely,1334,Maintenance,16,2,Food Technology,1,388,3,Female,57,3,2,Milk Processing Operator,2,Married,38409,7091,6,Yes,17,1,4,2,26,4,4,21,14,4,8,0.6310852740961552,0.45
48,Yes,Rarely,1270,Quality Control,38,4,Mechanical Engineering,1,389,2,Female,129,3,3,Farm Liaison Officer,3,Divorced,76967,10985,1,No,23,1,3,2,36,1,4,21,14,3,12,0.617494346236777,0.3
22,No,Rarely,1223,Maintenance,7,2,Logistics,1,390,3,Female,67,4,3,Logistics & Supply Chain Coordinator,3,Divorced,20987,19061,5,No,18,2,3,1,6,0,3,2,10,7,18,0.5095888201718544,0.35
31,No,Rarely,936,Maintenance,44,4,Food Technology,1,391,1,Female,82,1,3,Logistics & Supply Chain Coordinator,3,Single,74462,3561,7,No,18,3,3,1,21,1,4,4,9,0,10,0.5332639729190352,0.35
45,No,Rarely,268,Production,23,3,Mechanical Engineering,1,392,3,Female,50,2,4,Logistics & Supply Chain Coordinator,3,Divorced,87501,10644,4,Yes,20,4,2,0,3,4,1,25,6,0,11,0.6360831130508235,0.35
35,No,Rarely,498,Logistics,41,2,Biotechnology,1,393,3,Male,125,1,3,Maintenance Engineer,1,Divorced,116854,16785,5,No,17,1,2,2,13,5,4,1,0,5,2,0.6084475744750508,0.6
56,No,Rarely,1143,Logistics,11,1,Mechanical Engineering,1,394,2,Male,55,4,2,Cheese Production Technician,1,Single,46015,5656,9,Yes,14,3,3,0,33,5,2,11,6,1,1,0.4619843671538881,0.5
41,No,Rarely,1001,Production,42,2,Mechanical Engineering,1,395,3,Female,90,1,3,Maintenance Engineer,2,Married,114727,18139,7,Yes,10,2,1,0,22,3,2,20,4,11,14,0.8188800697099066,0.6
48,No,Non-Travel,495,Production,33,2,Mechanical Engineering,1,396,4,Male,104,3,4,Cold Storage Supervisor,2,Single,86404,2209,5,Yes,18,1,1,1,24,5,3,4,15,2,4,0.6673623661891492,0.4
33,Yes,Rarely,402,Maintenance,36,1,Dairy Science,1,397,2,Female,54,3,1,Dairy Lab Technician,2,Single,70281,6983,8,No,15,1,3,0,0,1,1,6,7,3,6,0.3437844314198661,0.55
47,No,Rarely,260,Farm Operations,37,2,Mechanical Engineering,1,398,2,Male,108,1,4,Farm Liaison Officer,2,Single,57146,9141,8,Yes,21,1,4,0,14,5,4,3,1,13,3,0.4239320954540091,0.3
24,No,Rarely,1145,Maintenance,41,3,Mechanical Engineering,1,399,1,Male,129,4,3,Farm Liaison Officer,4,Married,68231,12118,8,No,24,3,4,0,31,2,3,29,7,1,4,0.7515146711922776,0.3
49,No,Rarely,1162,Production,17,4,Dairy Science,1,400,1,Male,67,1,1,Dairy Lab Technician,2,Married,49032,18261,5,Yes,16,1,1,1,13,0,3,10,13,9,15,0.2731677667140696,0.55
24,No,Non-Travel,1384,Logistics,35,1,Dairy Science,1,401,1,Female,98,3,3,Dairy Quality Analyst,3,Married,48305,5966,8,No,17,1,1,0,20,4,4,21,3,6,14,0.7251623991070077,0.55
31,Yes,Rarely,530,Maintenance,48,4,Biotechnology,1,402,1,Male,131,3,4,Cold Storage Supervisor,3,Married,74306,12069,2,Yes,22,2,2,0,6,3,3,8,14,14,15,0.4511897088020567,0.4
35,No,Frequently,537,Farm Operations,5,3,Logistics,1,403,4,Female,114,4,1,Milk Processing Operator,3,Single,108176,10818,4,Yes,14,1,4,1,35,1,1,3,6,9,3,0.5861837322759049,0.45
45,No,Non-Travel,838,Maintenance,48,1,Food Technology,1,404,2,Female,132,1,1,Farm Liaison Officer,4,Divorced,38318,12918,1,No,15,3,1,1,20,0,4,26,19,0,5,0.3963906820209877,0.3
45,No,Non-Travel,474,Quality Control,32,4,Food Technology,1,405,3,Female,103,3,3,Logistics & Supply Chain Coordinator,2,Single,33246,11650,7,No,21,2,1,1,39,3,2,29,7,2,17,0.8905196002742994,0.35
40,Yes,Frequently,1387,Maintenance,3,4,Mechanical Engineering,1,406,1,Male,110,3,3,Maintenance Engineer,3,Married,53844,3250,3,Yes,22,4,3,2,11,1,2,21,10,1,2,0.834088204499613,0.6
58,No,Non-Travel,518,Production,47,3,Biotechnology,1,407,1,Male,57,1,4,Dairy Quality Analyst,3,Divorced,52602,6758,5,Yes,16,2,2,1,14,5,4,28,1,12,4,0.8499148858609762,0.55
55,No,Non-Travel,788,Logistics,35,4,Mechanical Engineering,1,408,1,Male,52,1,3,Dairy Lab Technician,3,Single,41584,6363,5,Yes,16,1,4,2,14,4,3,27,8,8,1,0.3293428625842617,0.55
52,No,Frequently,703,Logistics,14,3,Food Technology,1,409,3,Female,74,2,1,Packaging Machine Operator,3,Divorced,35169,4163,4,No,11,4,4,1,16,2,3,8,5,7,15,0.7891830671732356,0.4
49,No,Frequently,586,Production,48,2,Dairy Science,1,410,1,Female,118,4,2,Milk Processing Operator,1,Married,45968,11815,0,No,23,2,2,1,33,2,2,25,0,2,5,0.5747779707168632,0.45
56,No,Frequently,1069,Quality Control,31,3,Logistics,1,411,3,Male,104,4,2,Logistics & Supply Chain Coordinator,2,Divorced,26385,3853,6,No,20,1,1,1,34,5,2,11,2,4,14,0.6955014401915471,0.35
42,No,Frequently,1032,Production,31,2,Biotechnology,1,412,2,Female,89,1,4,Farm Liaison Officer,2,Divorced,93758,19137,9,Yes,21,2,4,2,38,4,1,15,9,2,17,0.3522528467183125,0.3
29,No,Frequently,1214,Maintenance,17,1,Dairy Science,1,413,2,Male,132,4,3,Maintenance Engineer,4,Married,45444,3868,7,No,23,3,4,0,37,0,3,0,4,13,5,0.6983892521854511,0.6
24,Yes,Rarely,802,Production,24,4,Logistics,1,414,2,Male,131,3,4,Dairy Lab Technician,1,Divorced,82497,18565,0,Yes,10,1,4,1,13,4,1,7,11,10,12,0.8399870712006072,0.55
55,No,Rarely,890,Production,23,3,Biotechnology,1,415,4,Male,99,1,2,Milk Processing Operator,4,Single,25362,19897,9,Yes,17,3,3,2,4,5,2,0,0,12,12,0.3872369700941599,0.45
53,No,Rarely,693,Quality Control,18,3,Biotechnology,1,416,3,Male,144,1,2,Packaging Machine Operator,3,Divorced,119254,17568,6,No,14,1,2,1,29,1,2,19,8,11,0,0.3633518960846545,0.4
50,Yes,Rarely,689,Maintenance,14,4,Food Technology,1,417,1,Female,82,1,3,Dairy Quality Analyst,4,Single,28250,11094,3,No,19,3,4,0,3,0,2,18,12,10,15,0.2730901839314344,0.55
29,No,Rarely,920,Farm Operations,15,4,Dairy Science,1,418,1,Male,67,2,1,Farm Liaison Officer,3,Divorced,88354,7238,5,Yes,24,4,2,2,14,2,2,3,18,11,3,0.3867646727181627,0.3
38,No,Rarely,1296,Farm Operations,15,1,Biotechnology,1,419,1,Male,106,4,3,Maintenance Engineer,3,Divorced,56368,9089,8,No,11,3,1,1,38,5,1,13,6,10,16,0.5750545832709287,0.6
51,No,Frequently,708,Logistics,6,1,Biotechnology,1,420,1,Male,65,2,2,Logistics & Supply Chain Coordinator,2,Married,64109,7280,4,No,12,2,2,1,34,1,2,22,15,5,17,0.7829014040062923,0.35
20,No,Rarely,589,Production,27,3,Logistics,1,421,4,Male,129,3,1,Dairy Lab Technician,2,Married,100589,6244,7,No,15,1,3,1,9,5,4,28,7,4,15,0.3951601838603476,0.55
24,No,Non-Travel,494,Logistics,15,1,Food Technology,1,422,1,Male,87,4,4,Dairy Lab Technician,2,Single,77645,4164,4,No,19,2,3,0,1,3,3,13,18,10,0,0.6348010723485193,0.55
23,No,Rarely,995,Quality Control,36,2,Mechanical Engineering,1,423,4,Male,90,2,2,Dairy Quality Analyst,2,Married,76997,17149,1,No,15,3,2,2,23,3,2,8,6,1,5,0.535713489421128,0.55
35,No,Rarely,1064,Farm Operations,8,1,Food Technology,1,424,3,Male,56,1,4,Cheese Production Technician,2,Married,47426,16088,3,No,17,1,3,1,27,3,3,8,3,13,10,0.4020053284324401,0.5
43,No,Frequently,748,Production,15,1,Mechanical Engineering,1,425,2,Female,127,2,1,Cheese Production Technician,1,Married,59023,4821,1,No,14,3,4,1,21,2,2,25,9,9,5,0.557251356836253,0.5
35,No,Frequently,848,Quality Control,3,3,Dairy Science,1,426,1,Female,102,1,4,Logistics & Supply Chain Coordinator,2,Married,79267,12473,6,No,14,4,3,2,31,4,1,16,0,7,16,0.317573677477114,0.35
21,No,Rarely,767,Quality Control,47,2,Dairy Science,1,427,2,Female,112,2,2,Packaging Machine Operator,4,Married,44892,15686,6,Yes,16,4,1,0,30,0,3,14,16,5,3,0.6477042918939626,0.4
47,No,Non-Travel,1410,Production,13,1,Biotechnology,1,428,3,Female,138,2,3,Dairy Lab Technician,3,Single,79232,11762,2,No,19,4,2,0,18,2,1,9,12,13,13,0.2809639048286955,0.55
51,No,Non-Travel,1052,Quality Control,41,2,Dairy Science,1,429,3,Male,81,2,4,Dairy Lab Technician,2,Single,114897,7969,6,Yes,22,3,2,0,20,1,2,16,18,14,13,0.7116863676002596,0.55
46,No,Rarely,969,Production,34,2,Biotechnology,1,430,1,Female,87,1,2,Dairy Lab Technician,1,Married,79225,14178,0,Yes,23,3,1,0,2,1,4,8,12,2,19,0.324398874869855,0.55
39,No,Rarely,644,Production,24,2,Food Technology,1,431,3,Female,71,2,2,Dairy Quality Analyst,4,Married,36007,8168,0,No,24,4,1,0,5,3,4,3,8,12,7,0.8987114073218103,0.55
43,No,Non-Travel,562,Maintenance,40,4,Dairy Science,1,432,2,Female,65,4,1,Cheese Production Technician,4,Single,99777,19097,8,Yes,14,3,1,1,31,0,4,27,4,14,1,0.7765708163322884,0.5
31,No,Frequently,322,Logistics,32,4,Food Technology,1,433,1,Male,101,4,2,Cold Storage Supervisor,3,Divorced,64858,16096,5,No,24,2,1,1,1,3,4,28,0,12,4,0.4406882127018056,0.4
54,No,Frequently,1411,Quality Control,32,4,Food Technology,1,434,4,Female,78,4,3,Milk Processing Operator,4,Single,65073,9203,4,No,18,3,4,1,23,1,4,13,1,0,3,0.4983433406025186,0.45
52,No,Non-Travel,941,Quality Control,30,4,Dairy Science,1,435,1,Female,65,1,3,Dairy Quality Analyst,4,Divorced,109438,5545,5,No,15,2,3,2,26,1,1,2,10,4,9,0.3814337147753819,0.55
52,Yes,Rarely,879,Maintenance,49,3,Food Technology,1,436,2,Male,125,1,4,Farm Liaison Officer,4,Married,110042,2863,5,Yes,16,4,3,0,8,4,4,28,3,11,19,0.7369801928259994,0.3
56,No,Rarely,619,Maintenance,13,1,Dairy Science,1,437,1,Female,66,4,4,Packaging Machine Operator,4,Married,103098,18148,0,Yes,21,3,4,2,12,4,2,24,8,10,2,0.4665088789704418,0.4
31,No,Rarely,1475,Maintenance,1,4,Dairy Science,1,438,1,Male,113,4,4,Packaging Machine Operator,1,Single,40239,19809,4,No,17,4,1,0,13,4,1,20,4,1,15,0.7286298568736749,0.4
22,No,Frequently,291,Farm Operations,34,3,Dairy Science,1,439,2,Female,140,4,4,Milk Processing Operator,3,Married,82969,2653,8,No,22,1,2,0,10,3,1,11,4,12,9,0.2128810882761264,0.45
20,Yes,Frequently,262,Farm Operations,15,1,Mechanical Engineering,1,440,1,Male,138,3,3,Packaging Machine Operator,2,Divorced,33065,10129,3,Yes,14,3,2,2,13,5,4,21,7,1,14,0.294934671653217,0.4
52,No,Frequently,711,Farm Operations,44,4,Food Technology,1,441,1,Female,62,4,1,Packaging Machine Operator,4,Divorced,61291,2443,2,Yes,23,3,2,1,15,0,3,0,1,8,3,0.455482034291798,0.4
59,No,Rarely,1362,Production,14,1,Logistics,1,442,2,Female,121,2,4,Cold Storage Supervisor,1,Single,58805,7106,0,No,20,4,1,2,9,4,2,0,6,10,0,0.2762359733762149,0.4
29,No,Rarely,1408,Quality Control,29,4,Dairy Science,1,443,3,Female,105,3,1,Packaging Machine Operator,3,Divorced,118831,6436,1,Yes,13,4,4,1,19,2,1,12,16,12,14,0.6207895946073685,0.4
48,No,Rarely,1428,Logistics,34,3,Food Technology,1,444,2,Male,54,3,2,Dairy Lab Technician,2,Single,38443,11472,2,No,24,4,4,0,15,4,2,13,10,14,9,0.2355824689738863,0.55
32,No,Frequently,971,Production,18,2,Biotechnology,1,445,1,Female,61,1,2,Dairy Quality Analyst,3,Single,29290,5039,3,No,21,1,4,1,33,3,3,15,14,9,19,0.8018340962125401,0.55
31,No,Frequently,1437,Quality Control,7,2,Dairy Science,1,446,4,Male,90,2,4,Cheese Production Technician,1,Divorced,20211,10291,6,No,24,1,3,0,15,0,1,6,2,6,17,0.7329155991291876,0.5
50,Yes,Rarely,455,Quality Control,29,1,Dairy Science,1,447,4,Male,52,1,2,Packaging Machine Operator,1,Divorced,103634,12278,5,No,17,4,3,0,13,4,2,9,12,5,15,0.3513795354595667,0.4
21,No,Non-Travel,334,Maintenance,31,3,Logistics,1,448,2,Male,148,1,1,Logistics & Supply Chain Coordinator,1,Divorced,39072,18285,7,Yes,21,3,3,1,27,0,4,14,17,14,8,0.5386543342908025,0.35
54,No,Rarely,1074,Maintenance,25,2,Mechanical Engineering,1,449,4,Male,82,2,1,Logistics & Supply Chain Coordinator,4,Divorced,63290,15944,8,No,19,3,3,0,17,2,1,7,19,12,18,0.5162691548876444,0.35
42,No,Non-Travel,1021,Production,38,4,Mechanical Engineering,1,450,1,Female,135,1,2,Logistics & Supply Chain Coordinator,1,Divorced,105186,4737,5,No,18,4,2,1,25,1,1,10,19,0,16,0.7074052307382643,0.35
36,No,Rarely,287,Maintenance,14,2,Dairy Science,1,451,1,Female,99,2,4,Packaging Machine Operator,2,Divorced,35115,3607,6,No,10,2,2,2,37,0,1,23,2,14,9,0.4810562303321562,0.4
45,No,Frequently,1187,Quality Control,8,1,Food Technology,1,452,2,Female,105,2,1,Farm Liaison Officer,4,Divorced,25149,4953,3,No,12,1,4,0,6,5,1,13,1,13,18,0.223054708480892,0.3
27,No,Rarely,1430,Maintenance,27,1,Biotechnology,1,453,1,Male,58,1,1,Dairy Lab Technician,3,Married,61992,14173,1,No,21,1,3,0,33,4,4,12,4,9,7,0.391615101194887,0.55
48,No,Non-Travel,1352,Farm Operations,2,3,Biotechnology,1,454,3,Female,131,4,3,Maintenance Engineer,2,Single,37716,7933,8,Yes,13,2,4,2,6,3,3,22,19,1,18,0.5263370636659295,0.6
45,No,Rarely,1022,Maintenance,17,1,Food Technology,1,455,1,Male,99,1,4,Packaging Machine Operator,4,Single,117724,13386,8,No,22,4,1,0,32,5,3,12,4,10,4,0.8821445513124473,0.4
29,No,Rarely,1226,Quality Control,37,2,Dairy Science,1,456,2,Male,78,3,3,Farm Liaison Officer,1,Divorced,33621,17221,3,No,16,3,3,2,34,5,2,26,12,6,1,0.8168110668680417,0.3
45,No,Rarely,1173,Production,14,2,Biotechnology,1,457,3,Male,88,1,2,Maintenance Engineer,3,Single,26820,6682,2,No,15,3,3,2,38,3,4,8,7,14,14,0.3269843008015333,0.6
53,No,Rarely,1133,Logistics,25,2,Mechanical Engineering,1,458,3,Female,140,2,2,Milk Processing Operator,1,Divorced,62800,16853,9,No,19,1,4,0,20,3,4,16,15,2,16,0.7062931583435397,0.45
26,Yes,Rarely,320,Maintenance,30,2,Food Technology,1,459,4,Female,149,3,3,Cold Storage Supervisor,2,Married,75043,13284,5,No,19,2,4,2,27,3,2,17,17,1,9,0.8557778311103512,0.4
23,No,Non-Travel,1261,Quality Control,29,3,Logistics,1,460,1,Male,94,2,4,Dairy Lab Technician,2,Single,50399,13154,2,No,20,3,1,2,31,5,4,28,15,5,1,0.206154829124681,0.55
30,No,Rarely,1207,Logistics,20,4,Dairy Science,1,461,2,Female,66,4,1,Packaging Machine Operator,4,Single,34002,11047,0,No,10,1,4,2,15,0,4,18,0,7,8,0.7046619715695781,0.4
48,No,Frequently,1124,Logistics,21,4,Food Technology,1,462,4,Female,105,4,2,Dairy Quality Analyst,2,Married,63098,12338,3,Yes,13,3,3,0,9,3,1,12,7,14,1,0.5215334469278101,0.55
55,No,Frequently,844,Farm Operations,22,3,Biotechnology,1,463,4,Male,147,3,4,Dairy Quality Analyst,3,Married,65511,16323,0,No,15,3,2,2,22,1,1,11,1,7,17,0.6761653373981777,0.55
44,No,Frequently,913,Logistics,35,1,Dairy Science,1,464,1,Male,95,4,4,Dairy Quality Analyst,4,Married,73243,6925,1,No,12,3,1,1,14,5,1,28,4,10,11,0.6239124915002532,0.55
40,No,Rarely,1059,Quality Control,37,4,Mechanical Engineering,1,465,1,Female,116,4,2,Milk Processing Operator,3,Single,48750,7783,2,No,24,1,1,1,5,5,4,20,14,1,14,0.8892658461189911,0.45
55,No,Rarely,220,Quality Control,16,1,Dairy Science,1,466,2,Male,118,1,2,Milk Processing Operator,1,Single,111610,14343,7,No,11,2,3,2,32,5,4,19,13,5,19,0.4021707844085075,0.45
29,No,Frequently,441,Maintenance,49,4,Dairy Science,1,467,4,Male,63,1,4,Maintenance Engineer,3,Married,37310,11917,9,No,11,4,2,1,38,2,3,19,2,11,5,0.7503000873084853,0.6
56,No,Non-Travel,654,Maintenance,43,1,Mechanical Engineering,1,468,2,Female,116,4,1,Milk Processing Operator,3,Married,75398,12145,3,No,19,2,4,0,11,0,1,7,6,4,17,0.3642479218191428,0.45
28,No,Rarely,1162,Maintenance,17,3,Mechanical Engineering,1,469,4,Female,72,4,3,Logistics & Supply Chain Coordinator,2,Married,102542,8723,3,No,21,3,4,2,35,0,2,23,3,6,12,0.504925584285121,0.35
43,No,Rarely,820,Logistics,16,2,Dairy Science,1,470,4,Male,143,1,2,Cold Storage Supervisor,1,Married,95207,18568,9,Yes,21,2,2,0,30,3,4,10,10,3,3,0.8827666117771882,0.4
54,Yes,Rarely,502,Logistics,2,1,Mechanical Engineering,1,471,4,Female,110,4,3,Logistics & Supply Chain Coordinator,2,Married,64345,18905,8,Yes,13,3,2,1,9,5,1,6,11,11,11,0.7362954072099068,0.35
54,Yes,Non-Travel,1002,Farm Operations,4,2,Food Technology,1,472,1,Male,72,4,4,Packaging Machine Operator,1,Divorced,113430,19632,6,No,22,1,3,1,33,5,3,0,14,12,8,0.4210748793984913,0.4
55,No,Rarely,1163,Maintenance,21,1,Mechanical Engineering,1,473,4,Male,76,2,3,Maintenance Engineer,1,Married,111729,15349,1,No,10,1,4,1,9,3,1,9,5,1,1,0.6335584981643649,0.6
37,Yes,Rarely,268,Production,39,1,Mechanical Engineering,1,474,4,Female,103,4,1,Farm Liaison Officer,3,Divorced,71843,3002,2,Yes,24,1,3,1,10,0,3,14,0,9,15,0.2347844584519425,0.3
58,No,Non-Travel,1352,Farm Operations,34,1,Dairy Science,1,475,4,Male,59,3,4,Maintenance Engineer,2,Single,30222,8266,3,Yes,19,3,4,0,13,3,3,3,17,2,0,0.3864764416346787,0.6
51,No,Rarely,395,Production,30,1,Food Technology,1,476,3,Male,138,2,1,Farm Liaison Officer,3,Single,109322,13330,3,No,11,2,4,2,2,3,4,0,13,8,3,0.7028733427225302,0.3
43,No,Rarely,339,Logistics,6,1,Logistics,1,477,1,Male,126,3,4,Cold Storage Supervisor,3,Divorced,51509,16980,9,No,22,4,2,0,32,3,3,10,6,9,14,0.5990654987118273,0.4
42,No,Frequently,482,Farm Operations,17,2,Logistics,1,478,3,Female,65,4,1,Milk Processing Operator,3,Married,20386,9017,7,No,19,4,3,2,6,3,3,29,9,7,19,0.5287709970837406,0.45
51,No,Non-Travel,511,Farm Operations,39,1,Biotechnology,1,479,1,Female,90,1,4,Milk Processing Operator,1,Single,84334,10585,9,Yes,24,1,2,1,3,3,2,4,8,12,0,0.6836132420111742,0.45
56,Yes,Rarely,945,Quality Control,25,2,Mechanical Engineering,1,480,2,Female,147,2,1,Packaging Machine Operator,2,Married,87170,18011,9,No,11,4,3,1,38,4,3,18,1,8,19,0.4789212235738782,0.4
31,No,Rarely,476,Logistics,5,3,Mechanical Engineering,1,481,3,Male,104,1,4,Dairy Quality Analyst,2,Married,60878,19044,5,No,13,3,4,1,9,4,2,18,7,4,14,0.2183093011726891,0.55
32,No,Rarely,260,Logistics,5,4,Food Technology,1,482,2,Male,110,2,1,Cheese Production Technician,3,Divorced,89669,7524,2,No,13,2,1,1,14,5,2,3,0,12,2,0.5087186364608971,0.5
42,Yes,Rarely,251,Farm Operations,20,1,Logistics,1,483,4,Female,135,1,4,Maintenance Engineer,1,Single,58349,7250,8,No,10,4,1,0,15,5,1,1,19,4,12,0.8314904346052832,0.6
44,No,Frequently,352,Logistics,16,4,Biotechnology,1,484,2,Female,130,2,1,Maintenance Engineer,2,Single,41952,9512,9,Yes,16,4,3,2,37,4,1,6,1,6,17,0.7996305898198848,0.6
54,No,Rarely,743,Farm Operations,41,2,Food Technology,1,485,2,Female,136,2,2,Packaging Machine Operator,4,Divorced,110352,2319,7,No,16,2,3,2,3,0,4,27,6,6,12,0.486298029786659,0.4
49,No,Rarely,766,Quality Control,37,3,Mechanical Engineering,1,486,2,Male,149,3,3,Logistics & Supply Chain Coordinator,2,Married,41529,12416,8,Yes,19,4,2,1,3,2,4,12,15,0,9,0.2155550085322679,0.35
36,No,Rarely,821,Farm Operations,40,3,Logistics,1,487,2,Female,98,1,4,Dairy Lab Technician,3,Married,91303,5600,4,Yes,20,2,4,0,35,0,4,19,3,11,19,0.645415090834221,0.55
39,No,Frequently,1400,Logistics,9,3,Biotechnology,1,488,1,Male,122,3,1,Packaging Machine Operator,4,Single,61521,7279,2,No,19,3,1,1,26,5,3,20,16,14,6,0.7188360994480052,0.4
44,No,Frequently,513,Logistics,5,4,Dairy Science,1,489,3,Female,101,3,2,Cheese Production Technician,1,Divorced,38383,17494,3,No,19,3,2,2,21,4,1,11,3,13,7,0.4059705032589924,0.5
41,No,Non-Travel,1006,Farm Operations,42,2,Logistics,1,490,1,Male,51,1,4,Milk Processing Operator,4,Divorced,24901,14398,4,No,10,3,3,2,21,0,3,29,2,4,0,0.5336647997337021,0.45
32,Yes,Rarely,1047,Farm Operations,2,1,Biotechnology,1,491,1,Male,145,2,4,Farm Liaison Officer,4,Married,62889,2282,8,No,20,1,4,0,16,2,1,1,8,7,17,0.8942997566733959,0.3
38,No,Non-Travel,296,Farm Operations,9,1,Food Technology,1,492,1,Female,99,3,4,Logistics & Supply Chain Coordinator,3,Married,34633,16030,8,No,17,3,2,2,33,3,3,21,14,6,11,0.6034401090871191,0.35
55,No,Non-Travel,1080,Maintenance,43,2,Dairy Science,1,493,2,Male,135,1,3,Logistics & Supply Chain Coordinator,2,Divorced,82244,17302,2,No,19,4,2,0,31,1,4,8,19,10,17,0.4457524339630966,0.35
31,Yes,Rarely,1436,Logistics,36,4,Biotechnology,1,494,1,Female,92,2,1,Cold Storage Supervisor,1,Single,39163,7166,6,Yes,23,1,3,1,5,4,1,15,2,1,11,0.6392422136480931,0.4
38,No,Rarely,1028,Logistics,22,1,Biotechnology,1,495,3,Male,126,3,1,Cheese Production Technician,4,Married,79019,9121,5,No,23,1,4,1,32,4,1,7,11,13,19,0.3260156148048592,0.5
31,No,Rarely,336,Maintenance,22,2,Mechanical Engineering,1,496,1,Male,57,3,4,Logistics & Supply Chain Coordinator,3,Divorced,30707,16677,3,Yes,16,1,1,0,7,2,2,23,14,7,8,0.339476661292206,0.35
28,No,Rarely,1229,Farm Operations,22,1,Logistics,1,497,4,Female,108,3,4,Cheese Production Technician,2,Divorced,108112,18373,4,No,16,3,2,1,35,3,1,17,19,1,1,0.8474473002998117,0.5
26,No,Rarely,1210,Quality Control,34,3,Mechanical Engineering,1,498,2,Male,114,2,4,Packaging Machine Operator,4,Divorced,103597,6896,9,Yes,20,1,3,0,4,3,1,3,7,9,13,0.3674400288185315,0.4
47,No,Rarely,308,Farm Operations,29,1,Dairy Science,1,499,4,Female,130,3,2,Farm Liaison Officer,3,Single,65101,18514,1,No,15,3,2,1,4,1,3,23,11,0,3,0.4175525654510209,0.3
33,No,Rarely,746,Farm Operations,38,4,Biotechnology,1,500,3,Female,61,2,4,Farm Liaison Officer,3,Married,64706,3293,6,No,21,3,3,1,9,3,4,10,12,10,14,0.5806440693788277,0.3
50,No,Non-Travel,1262,Maintenance,46,2,Mechanical Engineering,1,501,3,Female,53,4,3,Maintenance Engineer,3,Married,97084,8957,3,No,13,1,3,2,39,2,2,16,14,10,16,0.8297848341943244,0.6
38,No,Rarely,861,Logistics,33,4,Logistics,1,502,3,Male,126,3,1,Milk Processing Operator,1,Married,35115,18444,1,No,20,1,3,2,6,5,3,7,10,13,18,0.7470142228033101,0.45
35,No,Non-Travel,624,Farm Operations,18,2,Dairy Science,1,503,3,Male,144,4,3,Maintenance Engineer,2,Single,95379,11740,5,No,17,4,4,0,11,3,1,18,16,10,5,0.2306487444689124,0.6
24,No,Frequently,829,Logistics,7,3,Food Technology,1,504,1,Male,90,1,4,Logistics & Supply Chain Coordinator,4,Married,59979,14559,1,No,11,1,1,1,29,5,3,7,11,2,8,0.6851207682288585,0.35
54,No,Non-Travel,460,Production,1,2,Mechanical Engineering,1,505,2,Female,56,3,2,Cold Storage Supervisor,2,Married,60641,11973,9,No,16,3,4,1,24,5,4,5,19,2,16,0.552843037878795,0.4
31,No,Frequently,286,Logistics,33,1,Dairy Science,1,506,3,Female,136,1,4,Maintenance Engineer,2,Married,89377,8276,1,No,12,4,1,1,27,2,2,22,17,5,14,0.5328869894016663,0.6
44,No,Rarely,664,Quality Control,1,1,Food Technology,1,507,4,Male,137,1,4,Maintenance Engineer,4,Married,26416,10152,6,Yes,23,4,3,2,12,4,3,1,15,11,4,0.6840908567778802,0.6
40,No,Frequently,275,Quality Control,24,3,Mechanical Engineering,1,508,3,Male,118,1,4,Maintenance Engineer,2,Single,30633,9973,0,Yes,12,3,1,0,21,4,1,14,2,2,17,0.3373624323533308,0.6
55,No,Rarely,670,Farm Operations,4,2,Dairy Science,1,509,2,Female,118,4,4,Cheese Production Technician,1,Divorced,20594,17333,6,Yes,23,1,4,0,17,4,3,0,8,6,3,0.8870420645632038,0.5
42,No,Rarely,613,Logistics,4,3,Dairy Science,1,510,4,Male,130,2,4,Packaging Machine Operator,4,Divorced,34393,2037,9,Yes,16,1,2,0,26,0,1,5,6,7,1,0.6517145711907143,0.4
35,Yes,Non-Travel,1024,Farm Operations,18,1,Mechanical Engineering,1,511,4,Female,79,4,1,Cold Storage Supervisor,4,Married,55380,7990,4,No,21,2,4,1,7,4,2,27,18,2,18,0.4559593222282993,0.4
